step,actor_entropy,actor_pg_clipfrac,actor_ppo_kl,actor_pg_clipfrac_lower,rollout_corr_training_ppl,rollout_corr_training_log_ppl,rollout_corr_kl,rollout_corr_k3_kl,rollout_corr_rollout_ppl,rollout_corr_rollout_log_ppl,rollout_corr_log_ppl_diff,rollout_corr_log_ppl_abs_diff,rollout_corr_log_ppl_diff_max,rollout_corr_log_ppl_diff_min,rollout_corr_ppl_ratio,rollout_corr_chi2_token,rollout_corr_chi2_seq,actor_pg_loss,actor_grad_norm,perf_mfu_actor,perf_max_memory_allocated_gb,perf_max_memory_reserved_gb,perf_cpu_memory_used_gb,actor_lr,training_global_step,training_epoch,critic_score_mean,critic_score_max,critic_score_min,critic_rewards_mean,critic_rewards_max,critic_rewards_min,critic_advantages_mean,critic_advantages_max,critic_advantages_min,critic_returns_mean,critic_returns_max,critic_returns_min,response_length_mean,response_length_max,response_length_min,response_length_clip_ratio,assistant_response_length_mean,assistant_response_length_max,assistant_response_length_min,response_length_non_aborted_mean,response_length_non_aborted_max,response_length_non_aborted_min,response_length_non_aborted_clip_ratio,response_aborted_ratio,prompt_length_mean,prompt_length_max,prompt_length_min,prompt_length_clip_ratio,num_turns_min,num_turns_max,num_turns_mean,group_reward_all_zero_rate,group_reward_at_least_one_positive_rate,group_reward_positive_responses_per_group_mean,group_reward_positive_responses_per_group_max,group_reward_sum_per_group_mean,group_size_mean,group_size_min,group_size_max,timing_s_start_profile,timing_s_agent_loop_generate_sequences_min,timing_s_agent_loop_generate_sequences_max,timing_s_agent_loop_generate_sequences_mean,timing_s_agent_loop_tool_calls_min,timing_s_agent_loop_tool_calls_max,timing_s_agent_loop_tool_calls_mean,timing_s_agent_loop_slowest_generate_sequences,timing_s_agent_loop_slowest_tool_calls,timing_s_agent_loop_slowest_prompt_length,timing_s_agent_loop_slowest_response_length,timing_s_gen,timing_s_reward,timing_s_old_log_prob_entropy,timing_s_adv,timing_s_update_actor,timing_s_step,timing_s_stop_profile,timing_per_token_ms_gen,timing_per_token_ms_update_actor,timing_per_token_ms_adv,perf_total_num_tokens,perf_time_per_step,perf_throughput,timing_s_save_checkpoint
1426,0.006876175888464786,0.0014475273637799546,0.00018237837048218353,0.0,1.0031067803502083,0.00306281021948962,0.00018237837048218353,0.000268784231678143,1.0030367225408554,0.0029991857495588192,6.362431470563479e-05,0.0006362534348625104,0.01994677260518074,-0.007793514057993889,1.0000663474202156,0.0005663968622684479,0.02193434163928032,0.001556800605612807,1.93359375,0.264459082269938,180.56435108184814,187.27734375,137.9854850769043,5e-06,1426,28,0.9223593473434448,0.9909999966621399,0.0,0.9223593473434448,0.9909999966621399,0.0,-0.025961481034755707,0.5400054454803467,-2.411619186401367,-0.025961481034755707,0.5400054454803467,-2.411619186401367,559.328125,3292.0,69.0,0.0,34.96875,171.0,12.0,559.328125,3292.0,69.0,0.0,0.0,237.75,363.0,174.0,0.0,4,42,8.671875,0.0,1.0,7.9375,8,7.378874778747559,8.0,8,8,2.967938780784607e-05,0.12771344371140003,1.6920011918991804,0.3775159980432363,0.0,0.0,0.0,1.6920011918991804,0.0,212,2965,4.176200937479734,8.2358717918396e-05,1.1954024136066437,0.0030038952827453613,5.514424746856093,10.912925191223621,3.8936734199523926e-05,0.05833171686844896,0.05404921046454917,2.9442448814472404e-05,102026,10.912925191223621,4674.548675640663,
1427,0.004069222923135385,0.000451623993285466,0.00027751797142627765,0.0,1.0016653016209602,0.0016303478714689845,0.00027751797142627765,7.391648524801564e-05,1.001527801156044,0.0014947363088140264,0.00013561152792362918,0.00030242534415947375,0.006074229255318642,-0.005588647909462452,1.0001360103487968,-0.0002772994339466095,-0.009285084903240204,0.006007792479067575,1.171875,0.2609977723180961,180.56435108184814,187.27734375,137.9797821044922,5e-06,1427,28,0.9513974189758301,0.9979591965675354,0.8289999961853027,0.9513974189758301,0.9979591965675354,0.8289999961853027,-0.03401586785912514,0.5399249792098999,-1.619803547859192,-0.03401586785912514,0.5399249792098999,-1.619803547859192,359.375,1037.0,112.0,0.0,29.0625,120.0,12.0,359.375,1037.0,112.0,0.0,0.0,277.75,444.0,160.0,0.0,4,34,7.71875,0.0,1.0,8.0,8,7.611179351806641,8.0,8,8,2.9999762773513794e-05,0.11223041824996471,1.2421303242444992,0.31080891977762803,0.0,0.0,0.0,1.2421303242444992,0.0,160,1037,3.8541488647460938,9.347498416900635e-05,1.0765362083911896,0.0031142551451921463,4.372327014803886,9.338542366400361,3.839470446109772e-05,0.08378584488578465,0.0536139765401693,3.8187354634983155e-05,81552,9.338542366400361,4366.420197086662,
1428,0.0028218485094839707,0.0006986580701777712,0.000130657061389379,0.0,1.001291736960411,0.0012784187665602076,0.000130657061389379,0.00013239144848817275,1.001273289322853,0.0012609690274985041,1.7449679916126115e-05,0.0003859468130968935,0.0070955222472548485,-0.014327555894851685,1.0000189207494259,0.00024355575442314148,0.012050226330757141,0.005574964365223423,2.98046875,0.2759092839004562,180.56435108184814,187.27734375,138.01430892944336,5e-06,1428,28,0.9355112910270691,0.9938775300979614,0.831250011920929,0.9355112910270691,0.9938775300979614,0.831250011920929,-0.04234101623296738,1.6034740209579468,-2.4726154804229736,-0.04234101623296738,1.6034740209579468,-2.4726154804229736,499.0859375,1359.0,148.0,0.0,35.359375,106.0,12.0,499.0859375,1359.0,148.0,0.0,0.0,291.8125,482.0,174.0,0.0,4,24,8.53125,0.0,1.0,8.0,8,7.484090328216553,8.0,8,8,3.4403055906295776e-05,0.1186286173760891,1.072272039949894,0.37501968373544514,0.0,0.0,0.0,1.072272039949894,0.0,216,1359,3.7832425348460674,9.901449084281921e-05,1.1327569652348757,0.0030385442078113556,5.159477591514587,10.101618899032474,4.1017308831214905e-05,0.05922142878146091,0.05096535379576814,3.0014759794649632e-05,101235,10.101618899032474,5010.830492214283,
1429,0.011454445193521678,0.0,-5.3299356353342375e-05,0.0,1.0049602761864662,0.004819217872864101,-5.3299356353342375e-05,0.0002374369634188661,1.0050050914287567,0.004858548709762545,-3.9330488021960264e-05,0.00034915218826370165,0.004331864416599274,-0.015747230499982834,0.9999619722366333,0.001120198518037796,0.04360474646091461,-0.0018529720618971623,0.0670166015625,0.28419633656646015,180.56435108184814,187.27734375,138.07382202148438,5e-06,1429,28,0.8590579628944397,0.9897959232330322,0.0,0.8590579628944397,0.9897959232330322,0.0,0.008885756134986877,0.10573447495698929,-0.10573447495698929,0.008885756134986877,0.10573447495698929,-0.10573447495698929,593.0,3745.0,116.0,0.0,38.6015625,215.0,12.0,593.0,3745.0,116.0,0.0,0.0,291.75,472.0,174.0,0.0,4,42,8.96875,0.0625,0.9375,7.5,8,6.872464179992676,8.0,8,8,3.0465424060821533e-05,0.12224295549094677,2.1174495443701744,0.4096259394136723,0.0,0.0,0.0,2.1174495443701744,0.0,335,3160,4.811399018391967,9.596534073352814e-05,1.2307545766234398,0.0030601415783166885,5.8085464257746935,11.87668027356267,3.6541372537612915e-05,0.0633879508114456,0.0512904989560495,2.702159489188938e-05,113248,11.87668027356267,4767.6622335320635,
1430,0.005135474450071342,0.00013789303920930251,0.00012095493380925859,0.0,1.0020420476794243,0.002000877338105056,0.00012095493380925859,0.00013819578177501,1.001993253827095,0.0019530356817085703,4.7841690673067205e-05,0.00018312732321135172,0.006634648889303207,-0.004192672669887543,1.0000481307506561,0.00036942213773727417,0.007356960326433182,0.0038659271376673132,0.032470703125,0.2653232129351483,180.56435108184814,187.27734375,138.06283950805664,5e-06,1430,28,0.8873226046562195,0.996874988079071,0.0,0.8873226046562195,0.996874988079071,0.0,-0.017033811658620834,0.0560341477394104,-0.0560341477394104,-0.017033811658620834,0.0560341477394104,-0.0560341477394104,420.8046875,1292.0,116.0,0.0,37.0078125,144.0,12.0,420.8046875,1292.0,116.0,0.0,0.0,254.1875,404.0,167.0,0.0,4,42,10.25,0.0625,0.9375,7.5,8,7.098580837249756,8.0,8,8,4.633702337741852e-05,0.1252600997686386,1.5422732569277287,0.40452664664189797,0.0,0.0,0.0,1.5422732569277287,0.0,177,1282,4.0127092357724905,9.705871343612671e-05,1.1194738894701004,0.0030753500759601593,4.592551374807954,9.761396773159504,4.2030587792396545e-05,0.07449843558235691,0.05315514502260389,3.5594741559047666e-05,86399,9.761396773159504,4425.544930084578,
1431,0.002477376110618934,0.0004125592240598053,4.933780253457698e-05,0.0,1.0018599480390549,0.0018134442343580304,4.933780253457698e-05,0.00013320816013766452,1.001826822757721,0.0017847106869339768,2.873346556953038e-05,0.00030046366109104383,0.012426193803548813,-0.008630100637674332,1.0000296980142593,0.00037592649459838867,0.011700745671987534,-0.0069959486136212945,0.0650634765625,0.2558290352231183,180.56435108184814,187.27734375,138.0677032470703,5e-06,1431,28,0.9436858892440796,0.995312511920929,0.887499988079071,0.9436858892440796,0.995312511920929,0.887499988079071,0.020805707201361656,0.10573447495698929,-0.0560341477394104,0.020805707201361656,0.10573447495698929,-0.0560341477394104,354.7109375,976.0,86.0,0.0,26.7109375,83.0,12.0,354.7109375,976.0,86.0,0.0,0.0,253.375,495.0,173.0,0.0,4,14,6.421875,0.0,1.0,8.0,8,7.549487113952637,8.0,8,8,4.334934055805206e-05,0.13214030675590038,0.8738660421222448,0.29710845412046183,0.0,0.0,0.0,0.8738660421222448,0.0,207,793,3.1016999632120132,8.876621723175049e-05,1.0920994505286217,0.0029662195593118668,4.255231004208326,8.474614849314094,3.772042691707611e-05,0.06831486825126122,0.05466989149108147,3.810907123160361e-05,77835,8.474614849314094,4592.2440950988885,
1432,0.0016622106049908325,0.0005406878190115094,0.0003956633513165775,0.0,1.0032339841127396,0.0031125688165047904,0.0003956633513165775,0.00014271798773584678,1.0025735944509506,0.0025108185363933444,0.0006017503167754512,0.0008568888045203948,0.05609213560819626,-0.004648673813790083,1.0006143115460873,-0.00035789981484413147,-0.0232129767537117,0.0035343281997484155,1.333984375,0.2668267001623318,180.56435108184814,187.27734375,138.0981330871582,5e-06,1432,28,0.9589712619781494,0.9921875,0.887499988079071,0.9589712619781494,0.9921875,0.887499988079071,-0.030087534338235855,0.9350212216377258,-0.9350455403327942,-0.030087534338235855,0.9350212216377258,-0.9350455403327942,479.1171875,1480.0,86.0,0.0,39.8359375,155.0,12.0,479.1171875,1480.0,86.0,0.0,0.0,235.3125,299.0,174.0,0.0,4,28,9.265625,0.0,1.0,8.0,8,7.671769618988037,8.0,8,8,4.3297186493873596e-05,0.1298096850514412,1.6017410214990377,0.4266675839171512,0.0,0.0,0.0,1.6017410214990377,0.0,221,1461,3.960677158087492,8.692778646945953e-05,1.135834690183401,0.0030143242329359055,4.852685354650021,9.975132932886481,3.922171890735626e-05,0.06458292690148698,0.053065550041554346,3.296252728832991e-05,91447,9.975132932886481,4583.748438003933,
1433,0.0021546255229623057,0.00026709403027780354,0.00018215410551647437,0.0,1.0024101287126541,0.002254771832667757,0.00018215410551647437,0.00024260517869478804,1.0022381991147995,0.0021128873086126987,0.0001418844630904914,0.0005430328744751023,0.061148226261138916,-0.03545765578746796,1.0001519806683064,0.0005803517997264862,0.016646862030029297,5.5335258366540074e-06,2.3125,0.2582927995143899,180.56435108184814,187.27734375,138.0593032836914,5e-06,1433,28,0.9605234861373901,0.9918367266654968,0.9156249761581421,0.9605234861373901,0.9918367266654968,0.9156249761581421,-0.008175628259778023,0.35335975885391235,-2.473787784576416,-0.008175628259778023,0.35335975885391235,-2.473787784576416,471.03125,2026.0,116.0,0.0,36.875,122.0,12.0,471.03125,2026.0,116.0,0.0,0.0,268.0,442.0,178.0,0.0,4,26,8.4375,0.0,1.0,8.0,8,7.684187889099121,8.0,8,8,4.541315138339996e-05,0.1276476141065359,1.2439862824976444,0.39756401648628525,0.0,0.0,0.0,1.2439862824976444,0.0,254,2026,3.9040742088109255,9.481236338615417e-05,1.1393500119447708,0.0030159056186676025,5.150267383083701,10.220220094546676,3.682263195514679e-05,0.06475277331670745,0.054444874868743935,3.18819571511227e-05,94596,10.220220094546676,4627.8846798257655,
1434,0.009605805855244398,0.0005398970351961907,0.0005427470396170975,0.0,1.0061985179781914,0.006065980152925476,0.0005427470396170975,0.00018327864404454886,1.0054205507040024,0.0052970167162129655,0.0007689634144298907,0.0013928986300015822,0.01694800704717636,-0.008616331033408642,1.0007758997380733,-0.00031821057200431824,0.044646456837654114,0.0026718800072558224,0.716796875,0.28039388154067685,180.56435108184814,187.27734375,138.0976333618164,5e-06,1434,28,0.8736336827278137,0.996874988079071,0.0,0.8736336827278137,0.996874988079071,0.0,-0.03148077428340912,2.4748663902282715,-2.449392080307007,-0.03148077428340912,2.4748663902282715,-2.449392080307007,649.1640625,2622.0,116.0,0.0,51.421875,157.0,12.0,649.1640625,2622.0,116.0,0.0,0.0,253.6875,451.0,160.0,0.0,4,42,12.453125,0.0,1.0,7.5625,8,6.989069938659668,8.0,8,8,3.1616538763046265e-05,0.13110046833753586,1.6416696608066559,0.5629463068180485,0.0,0.0,0.0,1.6416696608066559,0.0,160,1158,4.247993865981698,8.90679657459259e-05,1.2173420246690512,0.0030074436217546463,5.824095498770475,11.316929340362549,3.822706639766693e-05,0.05112336617984305,0.05039670746999936,2.602382747159301e-05,115565,11.316929340362549,5105.846140959371,
1435,0.001560805001645349,0.0,4.147994661707344e-05,0.0,1.00668103992939,0.004968982426362345,4.147994661707344e-05,1.3831924314811062e-05,1.006684735417366,0.004965977666870458,3.0049281463107036e-06,0.00013161021490759595,0.004408776760101318,-0.006694674491882324,1.0000032037496567,-3.1225383281707764e-05,-0.0021668225526809692,0.00055457535199821,0.013763427734375,0.27587380367118386,180.56435108184814,187.27734375,138.0847511291504,5e-06,1435,28,0.9427201747894287,0.995312511920929,0.859375,0.9427201747894287,0.995312511920929,0.859375,0.0012196929892525077,0.0560341477394104,-0.10573447495698929,0.0012196929892525077,0.0560341477394104,-0.10573447495698929,554.5234375,1215.0,116.0,0.0,33.40625,111.0,13.0,554.5234375,1215.0,116.0,0.0,0.0,254.75,444.0,174.0,0.0,4,24,8.265625,0.0,1.0,8.0,8,7.54176139831543,8.0,8,8,2.8839334845542908e-05,0.12746279314160347,1.0645082630217075,0.3672975560912164,0.0,0.0,0.0,1.0645082630217075,0.0,178,1213,3.874692166224122,9.204447269439697e-05,1.1560179460793734,0.0030403006821870804,5.279970556497574,10.346659246832132,3.845617175102234e-05,0.054589275225406415,0.050971362781985906,2.935021462333189e-05,103587,10.346659246832132,5005.818667108204,
1436,0.00200499555649003,0.0008807792255538516,0.00017874860116862124,0.0,1.0055575221776962,0.0045581088304516015,0.00017874860116862124,0.00029585227302518675,1.005473017692566,0.004480989377043443,7.711929225706626e-05,0.0004076382932254319,0.03799525275826454,-0.006508233025670052,1.0000805854797363,0.0007879212498664856,0.011846605688333511,0.0007629191386513412,3.3125,0.2461863967865608,180.56435108184814,187.27734375,138.09027862548828,5e-06,1436,28,0.9480586647987366,0.9955000281333923,0.7890625,0.9480586647987366,0.9955000281333923,0.7890625,-0.010654090903699398,0.5400398373603821,-1.620124101638794,-0.010654090903699398,0.5400398373603821,-1.620124101638794,408.0703125,1532.0,69.0,0.0,26.1484375,70.0,12.0,408.0703125,1532.0,69.0,0.0,0.0,215.625,330.0,167.0,0.0,4,18,6.796875,0.0,1.0,8.0,8,7.584468841552734,8.0,8,8,2.7105212211608887e-05,0.1230503749102354,0.7464643660932779,0.2943499308457831,0.0,0.0,0.0,0.7464643660932779,0.0,212,1532,2.997266285121441,9.582005441188812e-05,1.103496428579092,0.0030796341598033905,4.557458944618702,8.684498140588403,4.02890145778656e-05,0.057382617983294866,0.05708740676936482,3.8575954302148117e-05,79833,8.684498140588403,4596.293228902175,
1437,0.002323188105947338,0.0013219054089859128,0.0018172151571640427,0.0,1.0014089792966843,0.001393261971315951,0.0018172151571640427,0.0011236231947628801,1.0004432499408722,0.00044218433413334424,0.0009510777160812722,0.0011678579518843435,0.023959767073392868,-0.0068237511441111565,1.0009623505175114,-0.0005272030830383301,-0.026880856603384018,0.0035797272284980863,0.5205078125,0.264254067763067,180.56435108184814,187.27734375,138.1837043762207,5e-06,1437,28,0.926642656326294,0.9984375238418579,0.7749999761581421,0.926642656326294,0.9984375238418579,0.7749999761581421,-0.014286208897829056,1.6200997829437256,-0.5400363206863403,-0.014286208897829056,1.6200997829437256,-0.5400363206863403,425.109375,1143.0,116.0,0.0,32.015625,90.0,9.0,425.109375,1143.0,116.0,0.0,0.0,264.6875,473.0,167.0,0.0,4,26,8.59375,0.0,1.0,8.0,8,7.413141250610352,8.0,8,8,3.079511225223541e-05,0.09588093310594559,0.9890619982033968,0.351885161260725,0.0,0.0,0.0,0.9890619982033968,0.0,174,934,3.596988243982196,9.77925956249237e-05,1.0809624884277582,0.0030263569205999374,4.69914897531271,9.402626695111394,4.0372833609580994e-05,0.06610409534278303,0.05322161160795422,3.427590686343282e-05,88294,9.402626695111394,4695.177361763482,
1438,0.002366466273088008,0.0003289473752374761,-0.00019211659975582052,0.0,1.0005077868700027,0.0005033280376665061,-0.00019211659975582052,0.0003791449166568178,1.0005585253238678,0.0005519844917216687,-4.865645875895552e-05,0.00014042937496583363,0.001556434785015881,-0.012084703892469406,0.9999518021941185,0.003315221518278122,0.09065033867955208,-0.0019465585646685213,1.734375,0.26601659140283485,180.56435108184814,187.27734375,138.08410263061523,5e-06,1438,28,0.9344561100006104,0.9781249761581421,0.8714285492897034,0.9344561100006104,0.9781249761581421,0.8714285492897034,0.017224302515387535,1.6194593906402588,-0.5397923588752747,0.017224302515387535,1.6194593906402588,-0.5397923588752747,408.09375,1798.0,116.0,0.0,26.625,122.0,12.0,408.09375,1798.0,116.0,0.0,0.0,294.8125,482.0,178.0,0.0,4,24,6.6875,0.0,1.0,8.0,8,7.475648880004883,8.0,8,8,4.323013126850128e-05,0.1202736422419548,1.2600237838923931,0.28778973552107345,0.0,0.0,0.0,1.2600237838923931,0.0,216,1798,3.770839201286435,9.334459900856018e-05,1.113419696688652,0.0029720962047576904,4.755169915035367,9.672396212816238,4.0220096707344055e-05,0.07218851369336157,0.05285166401808748,3.303356827410406e-05,89972,9.672396212816238,4650.967455240521,
1439,0.00794721327838488,0.0005922012205701321,0.00020753141300566824,0.0,1.0024466440081596,0.0024068927586995414,0.00020753141300566824,0.00018819909326760025,1.0024759471416473,0.0024383795821449894,-3.148688941223554e-05,0.00031348897944383225,0.004900593310594559,-0.005651168525218964,0.9999689795076847,0.0003239661455154419,0.03493195027112961,0.0003334695065859705,2.4765625,0.27409848966853084,180.56435108184814,187.27734375,138.10260009765625,5e-06,1439,28,0.9326735138893127,0.9984375238418579,0.0,0.9326735138893127,0.9984375238418579,0.0,-0.021255435422062874,0.743164598941803,-2.4737608432769775,-0.021255435422062874,0.743164598941803,-2.4737608432769775,504.3359375,2529.0,117.0,0.0,34.2734375,210.0,12.0,504.3359375,2529.0,117.0,0.0,0.0,289.0,477.0,174.0,0.0,4,42,8.546875,0.0,1.0,7.8125,8,7.461387634277344,8.0,8,8,4.4792890548706055e-05,0.12527764588594437,2.1127241868525743,0.36330928903771564,0.0,0.0,0.0,2.1127241868525743,0.0,222,2529,4.676969487220049,9.559467434883118e-05,1.1700052879750729,0.003127913922071457,5.262003228068352,11.136899938806891,3.7997961044311523e-05,0.07244937630268838,0.051818401607810684,3.0802622648344675e-05,101547,11.136899938806891,4559.033508335482,
1440,0.001813553346437402,0.0,-3.280046658105107e-05,0.0,1.0005190819501877,0.0005166528790141456,-3.280046658105107e-05,3.994378726051781e-05,1.0005314350128174,0.0005277194177324418,-1.1066523768477055e-05,0.00013216268527571629,0.0012980718165636063,-0.006591896526515484,0.9999891445040703,0.0002567768096923828,0.013698190450668335,0.0022043489016141393,0.0567626953125,0.23170383434081612,180.56435108184814,187.27734375,138.18102264404297,5e-06,1440,28,0.9558594226837158,0.9979591965675354,0.8453124761581421,0.9558594226837158,0.9979591965675354,0.8453124761581421,-0.012811784632503986,0.10573447495698929,-0.0560341477394104,-0.012811784632503986,0.10573447495698929,-0.0560341477394104,395.71875,1059.0,102.0,0.0,34.875,97.0,13.0,395.71875,1059.0,102.0,0.0,0.0,262.4375,445.0,174.0,0.0,4,18,7.90625,0.0,1.0,8.0,8,7.646875858306885,8.0,8,8,4.2889267206192017e-05,0.13544431701302528,1.0006668083369732,0.37334362893307116,0.0,0.0,0.0,1.0006668083369732,0.0,221,989,3.631632698699832,0.00010598450899124146,1.0904864482581615,0.0030670184642076492,5.274050211533904,10.023745737969875,3.7364661693573e-05,0.07169771576047998,0.06260446098872209,3.640637272930593e-05,84244,10.023745737969875,4202.221514901577,
1441,0.0026351871201768517,0.00024826216395013034,0.0004940331814395904,0.0,1.003761537373066,0.0036229926899977727,0.0004940331814395904,0.0002990016042025978,1.0026722848415375,0.0025970399346988415,0.0010259526765139526,0.0018769124848176943,0.05543433129787445,-0.023609761148691177,1.001062460243702,-6.0830265283584595e-05,-0.006689295172691345,-0.004565801908029243,0.0390625,0.2720196381825575,180.56435108184814,187.27734375,138.1313133239746,5e-06,1441,28,0.8734992742538452,0.995312511920929,0.0,0.8734992742538452,0.995312511920929,0.0,0.01599077321588993,0.0560341477394104,-0.0560341477394104,0.01599077321588993,0.0560341477394104,-0.0560341477394104,496.625,1763.0,112.0,0.0,39.53125,176.0,12.0,496.625,1763.0,112.0,0.0,0.0,272.9375,430.0,167.0,0.0,4,42,10.1875,0.0625,0.9375,7.5,8,6.987994194030762,8.0,8,8,4.7732144594192505e-05,0.1269687358289957,1.791415624320507,0.4368986612680601,0.0,0.0,0.0,1.791415624320507,0.0,217,1763,4.308984614908695,9.31955873966217e-05,1.1440586131066084,0.0030457545071840286,5.132842719554901,10.611787896603346,4.052743315696716e-05,0.06778543630299357,0.05210796231173253,3.092010991618644e-05,98504,10.611787896603346,4641.253715197675,
1442,0.012392903998261318,0.0006511754691018723,0.0001649818799478453,0.0,1.006371557712555,0.006050103665984352,0.0001649818799478453,0.0001842736359727315,1.0063215643167496,0.006006366778819938,4.373682713776361e-05,0.0005355195024776549,0.006499025970697403,-0.030004531145095825,1.0000462792813778,0.0005106069147586823,0.02075912430882454,0.011931016484595602,3.17578125,0.2591564844353875,180.56435108184814,187.27734375,138.1474609375,5e-06,1442,28,0.8829977512359619,0.9959183931350708,0.0,0.8829977512359619,0.9959183931350708,0.0,-0.07540935277938843,2.4726154804229736,-2.4747891426086426,-0.07540935277938843,2.4726154804229736,-2.4747891426086426,407.546875,1319.0,102.0,0.0,37.8671875,147.0,12.0,407.546875,1319.0,102.0,0.0,0.0,223.1875,325.0,160.0,0.0,4,42,10.21875,0.0625,0.9375,7.4375,8,7.063982009887695,8.0,8,8,2.921558916568756e-05,0.14152749441564083,1.6359136551618576,0.43490985012613237,0.0,0.0,0.0,1.6359136551618576,0.0,160,1106,4.068058652803302,9.761936962604523e-05,1.0195556804537773,0.0030091479420661926,4.362981269136071,9.478075072169304,3.6479905247688293e-05,0.07798295159305489,0.05404143569172928,3.727237523306405e-05,80734,9.478075072169304,4258.987156424892,
1443,0.0009014729876071215,0.0,-4.818176094545379e-06,0.0,1.0000849068164825,8.488958610541886e-05,-4.818176094545379e-06,8.780556032435272e-08,1.0000877529382706,8.774620164331282e-05,-2.856614855772932e-06,1.7710394416781128e-05,0.00023825491371098906,-0.00034514471190050244,0.9999971613287926,9.968876838684082e-06,0.0002804175019264221,0.0004401998594403267,0.0138397216796875,0.2501991181109662,180.56435108184814,187.27734375,138.14149475097656,5e-06,1443,28,0.9623335599899292,0.9979591965675354,0.8812500238418579,0.9623335599899292,0.9979591965675354,0.8812500238418579,0.004977652803063393,0.0560341477394104,-0.0560341477394104,0.004977652803063393,0.0560341477394104,-0.0560341477394104,363.1875,1109.0,69.0,0.0,24.625,108.0,12.0,363.1875,1109.0,69.0,0.0,0.0,282.8125,444.0,177.0,0.0,4,20,6.25,0.0,1.0,8.0,8,7.69866943359375,8.0,8,8,2.8828158974647522e-05,0.11787735857069492,1.0869250781834126,0.26609857112634927,0.0,0.0,0.0,1.0869250781834126,0.0,178,1109,3.650812178850174,9.293295443058014e-05,1.0694974530488253,0.003135809674859047,4.629648318514228,9.385970102623105,3.932788968086243e-05,0.07853235628227014,0.055989361437139944,3.792339486816765e-05,82688,9.385970102623105,4404.872330505886,
1444,0.009161908528767526,0.0011542502797965426,0.0010279452471877448,0.0,1.0043276697397232,0.004262724396539852,0.0010279452471877448,0.0006559455486581101,1.0036801546812057,0.0036268119720261893,0.000635912536381511,0.0009971084909921046,0.024428019300103188,-0.005966374650597572,1.0006401762366295,-5.287677049636841e-05,0.01441929116845131,-0.0006023402529535815,1.04296875,0.2703032455908961,180.56435108184814,187.27734375,138.16698455810547,5e-06,1444,28,0.8700363636016846,0.9909999966621399,0.0,0.8700363636016846,0.9909999966621399,0.0,-0.017974523827433586,0.7867130041122437,-2.3601608276367188,-0.017974523827433586,0.7867130041122437,-2.3601608276367188,522.2734375,2771.0,86.0,0.0,45.8359375,206.0,12.0,522.2734375,2771.0,86.0,0.0,0.0,239.3125,439.0,160.0,0.0,4,42,11.09375,0.0625,0.9375,7.5,8,6.960290908813477,8.0,8,8,2.8058886528015137e-05,0.12876460142433643,2.1104682311415672,0.49417868319142144,0.0,0.0,0.0,2.1104682311415672,0.0,298,2771,4.35181294567883,9.935349225997925e-05,1.1445292960852385,0.0036188531666994095,5.175481829792261,10.706164756789804,3.691762685775757e-05,0.06509720042600455,0.0530911218344969,3.7122915448841435e-05,97483,10.706164756789804,4552.657380794401,
1445,0.007376110996119678,0.003372475905052852,-7.792336191414506e-06,0.0,1.0076868459582329,0.007488464631023817,-7.792336191414506e-06,0.0007223815623831342,1.0077325403690338,0.007512264710385352,-2.3800037070031976e-05,0.002098760533499444,0.01825110614299774,-0.05041278898715973,0.9999942034482956,0.0033868923783302307,0.07534067332744598,0.005556921139941551,6.427734375,0.27602236571901345,180.56435108184814,187.27734375,138.1886329650879,5e-06,1445,28,0.8778977990150452,0.9984375238418579,0.0,0.8778977990150452,0.9984375238418579,0.0,-0.020259004086256027,0.9349584579467773,-1.8464843034744263,-0.020259004086256027,0.9349584579467773,-1.8464843034744263,575.25,1829.0,183.0,0.0,44.1328125,190.0,12.0,575.25,1829.0,183.0,0.0,0.0,236.5625,363.0,174.0,0.0,4,42,10.328125,0.0625,0.9375,7.5,8,7.023182392120361,8.0,8,8,2.6963651180267334e-05,0.13072987087070942,1.9627559166401625,0.46806074473715853,0.0,0.0,0.0,1.9627559166401625,0.0,221,1774,4.572558147832751,9.33520495891571e-05,1.159835934638977,0.0030796509236097336,5.339424187317491,11.09831535257399,3.877095878124237e-05,0.06210014868308278,0.0513840960362373,2.963710566257731e-05,103912,11.09831535257399,4681.43122171691,
